endpoint,p,r,g,u_A,u_B,scenario,total_expected_cost_ceiling
report_hypothetical,0.6,0.8,1,0.45,0.45,equal,120.0
report_hypothetical,0.6,0.8,1,0.45,0.65,differential,-25.440000000000055
report_hypothetical,0.6,0.8,0,0.46,0.46,equal,789.024
report_hypothetical,0.6,0.8,0,0.46,0.66,differential,572.3184000000001
report_hypothetical,0.6,0.8,0.3,0.46,0.46,equal,588.3168
report_hypothetical,0.6,0.8,0.3,0.46,0.66,differential,392.99087999999983
report_hypothetical,0.6,0.8,0.6,0.46,0.46,equal,387.60959999999955
report_hypothetical,0.6,0.8,0.6,0.46,0.66,differential,213.66335999999956
report_hypothetical,0.6,0.8,1,0.46,0.46,equal,120.00000000000045
report_hypothetical,0.6,0.8,1,0.46,0.66,differential,-25.4399999999996
report_hypothetical,0.6,0.8,0,0.47,0.47,equal,803.568
report_hypothetical,0.6,0.8,0,0.47,0.6699999999999999,differential,584.6808000000001
report_hypothetical,0.6,0.8,0.3,0.47,0.47,equal,598.4975999999999
report_hypothetical,0.6,0.8,0.3,0.47,0.6699999999999999,differential,401.6445600000002
report_hypothetical,0.6,0.8,0.6,0.47,0.47,equal,393.42719999999986
report_hypothetical,0.6,0.8,0.6,0.47,0.6699999999999999,differential,218.60831999999982
report_hypothetical,0.6,0.8,1,0.47,0.47,equal,120.0
report_hypothetical,0.6,0.8,1,0.47,0.6699999999999999,differential,-25.4399999999996
report_hypothetical,0.6,0.8,0,0.48,0.48,equal,818.112
report_hypothetical,0.6,0.8,0,0.48,0.6799999999999999,differential,597.0432000000001
report_hypothetical,0.6,0.8,0.3,0.48,0.48,equal,608.6784
report_hypothetical,0.6,0.8,0.3,0.48,0.6799999999999999,differential,410.2982400000001
report_hypothetical,0.6,0.8,0.6,0.48,0.48,equal,399.24479999999994
report_hypothetical,0.6,0.8,0.6,0.48,0.6799999999999999,differential,223.5532800000001
report_hypothetical,0.6,0.8,1,0.48,0.48,equal,120.0
report_hypothetical,0.6,0.8,1,0.48,0.6799999999999999,differential,-25.4399999999996
report_hypothetical,0.6,0.8,0,0.49,0.49,equal,832.656
report_hypothetical,0.6,0.8,0,0.49,0.69,differential,609.4056
report_hypothetical,0.6,0.8,0.3,0.49,0.49,equal,618.8591999999999
report_hypothetical,0.6,0.8,0.3,0.49,0.69,differential,418.95192
report_hypothetical,0.6,0.8,0.6,0.49,0.49,equal,405.0623999999998
report_hypothetical,0.6,0.8,0.6,0.49,0.69,differential,228.4982399999999
report_hypothetical,0.6,0.8,1,0.49,0.49,equal,119.99999999999955
report_hypothetical,0.6,0.8,1,0.49,0.69,differential,-25.44000000000051
report_hypothetical,0.6,0.8,0,0.5,0.5,equal,847.2
report_hypothetical,0.6,0.8,0,0.5,0.7,differential,621.7680000000003
report_hypothetical,0.6,0.8,0.3,0.5,0.5,equal,629.04
report_hypothetical,0.6,0.8,0.3,0.5,0.7,differential,427.6056000000001
report_hypothetical,0.6,0.8,0.6,0.5,0.5,equal,410.8799999999999
report_hypothetical,0.6,0.8,0.6,0.5,0.7,differential,233.4431999999997
report_hypothetical,0.6,0.8,1,0.5,0.5,equal,120.0
report_hypothetical,0.6,0.8,1,0.5,0.7,differential,-25.440000000000055
report_hypothetical,0.6,0.8,0,0.51,0.51,equal,861.7439999999999
report_hypothetical,0.6,0.8,0,0.51,0.71,differential,634.1304
report_hypothetical,0.6,0.8,0.3,0.51,0.51,equal,639.2208
report_hypothetical,0.6,0.8,0.3,0.51,0.71,differential,436.25928
report_hypothetical,0.6,0.8,0.6,0.51,0.51,equal,416.69759999999997
report_hypothetical,0.6,0.8,0.6,0.51,0.71,differential,238.38815999999997
report_hypothetical,0.6,0.8,1,0.51,0.51,equal,120.0
report_hypothetical,0.6,0.8,1,0.51,0.71,differential,-25.440000000000055
report_hypothetical,0.6,0.8,0,0.52,0.52,equal,876.2880000000002
report_hypothetical,0.6,0.8,0,0.52,0.72,differential,646.4928000000002
report_hypothetical,0.6,0.8,0.3,0.52,0.52,equal,649.4016000000001
report_hypothetical,0.6,0.8,0.3,0.52,0.72,differential,444.9129600000001
report_hypothetical,0.6,0.8,0.6,0.52,0.52,equal,422.5151999999998
report_hypothetical,0.6,0.8,0.6,0.52,0.72,differential,243.33312000000024
report_hypothetical,0.6,0.8,1,0.52,0.52,equal,120.00000000000045
report_hypothetical,0.6,0.8,1,0.52,0.72,differential,-25.4399999999996
report_hypothetical,0.6,0.8,0,0.53,0.53,equal,890.832
report_hypothetical,0.6,0.8,0,0.53,0.73,differential,658.8552000000001
report_hypothetical,0.6,0.8,0.3,0.53,0.53,equal,659.5824
report_hypothetical,0.6,0.8,0.3,0.53,0.73,differential,453.56664
report_hypothetical,0.6,0.8,0.6,0.53,0.53,equal,428.3327999999999
report_hypothetical,0.6,0.8,0.6,0.53,0.73,differential,248.27808000000005
report_hypothetical,0.6,0.8,1,0.53,0.53,equal,120.00000000000045
report_hypothetical,0.6,0.8,1,0.53,0.73,differential,-25.4399999999996
report_hypothetical,0.6,0.8,0,0.54,0.54,equal,905.3760000000001
report_hypothetical,0.6,0.8,0,0.54,0.74,differential,671.2176000000002
report_hypothetical,0.6,0.8,0.3,0.54,0.54,equal,669.7631999999999
report_hypothetical,0.6,0.8,0.3,0.54,0.74,differential,462.2203199999999
report_hypothetical,0.6,0.8,0.6,0.54,0.54,equal,434.1504
report_hypothetical,0.6,0.8,0.6,0.54,0.74,differential,253.2230400000003
report_hypothetical,0.6,0.8,1,0.54,0.54,equal,120.00000000000045
report_hypothetical,0.6,0.8,1,0.54,0.74,differential,-25.4399999999996
report_hypothetical,0.6,0.8,0,0.55,0.55,equal,919.9200000000001
report_hypothetical,0.6,0.8,0,0.55,0.75,differential,683.5800000000002
report_hypothetical,0.6,0.8,0.3,0.55,0.55,equal,679.944
report_hypothetical,0.6,0.8,0.3,0.55,0.75,differential,470.874
report_hypothetical,0.6,0.8,0.6,0.55,0.55,equal,439.96799999999985
report_hypothetical,0.6,0.8,0.6,0.55,0.75,differential,258.1680000000001
report_hypothetical,0.6,0.8,1,0.55,0.55,equal,120.0
report_hypothetical,0.6,0.8,1,0.55,0.75,differential,-25.440000000000055
report_hypothetical,0.6,0.8,0,0.56,0.56,equal,934.4640000000002
report_hypothetical,0.6,0.8,0,0.56,0.76,differential,695.9424000000002
report_hypothetical,0.6,0.8,0.3,0.56,0.56,equal,690.1248
report_hypothetical,0.6,0.8,0.3,0.56,0.76,differential,479.52768000000015
report_hypothetical,0.6,0.8,0.6,0.56,0.56,equal,445.78560000000016
report_hypothetical,0.6,0.8,0.6,0.56,0.76,differential,263.11295999999993
report_hypothetical,0.6,0.8,1,0.56,0.56,equal,120.0
report_hypothetical,0.6,0.8,1,0.56,0.76,differential,-25.440000000000055
report_hypothetical,0.6,0.8,0,0.57,0.57,equal,949.008
report_hypothetical,0.6,0.8,0,0.57,0.77,differential,708.3048000000001
report_hypothetical,0.6,0.8,0.3,0.57,0.57,equal,700.3055999999999
report_hypothetical,0.6,0.8,0.3,0.57,0.77,differential,488.1813599999998
report_hypothetical,0.6,0.8,0.6,0.57,0.57,equal,451.6032
report_hypothetical,0.6,0.8,0.6,0.57,0.77,differential,268.05791999999974
report_hypothetical,0.6,0.8,1,0.57,0.57,equal,120.0
report_hypothetical,0.6,0.8,1,0.57,0.77,differential,-25.440000000000055
report_hypothetical,0.6,0.8,0,0.58,0.58,equal,963.5519999999999
report_hypothetical,0.6,0.8,0,0.58,0.78,differential,720.6671999999999
report_hypothetical,0.6,0.8,0.3,0.58,0.58,equal,710.4863999999998
report_hypothetical,0.6,0.8,0.3,0.58,0.78,differential,496.83503999999994
report_hypothetical,0.6,0.8,0.6,0.58,0.58,equal,457.4207999999994
report_hypothetical,0.6,0.8,0.6,0.58,0.78,differential,273.00287999999955
report_hypothetical,0.6,0.8,1,0.58,0.58,equal,120.0
report_hypothetical,0.6,0.8,1,0.58,0.78,differential,-25.440000000000055
report_hypothetical,0.6,0.8,0,0.59,0.59,equal,978.096
report_hypothetical,0.6,0.8,0,0.59,0.79,differential,733.0296
report_hypothetical,0.6,0.8,0.3,0.59,0.59,equal,720.6671999999999
report_hypothetical,0.6,0.8,0.3,0.59,0.79,differential,505.48871999999983
report_hypothetical,0.6,0.8,0.6,0.59,0.59,equal,463.23839999999973
report_hypothetical,0.6,0.8,0.6,0.59,0.79,differential,277.9478399999998
report_hypothetical,0.6,0.8,1,0.59,0.59,equal,120.0
report_hypothetical,0.6,0.8,1,0.59,0.79,differential,-25.440000000000055
report_hypothetical,0.6,0.8,0,0.6,0.6,equal,992.64
report_hypothetical,0.6,0.8,0,0.6,0.8,differential,745.392
report_hypothetical,0.6,0.8,0.3,0.6,0.6,equal,730.848
report_hypothetical,0.6,0.8,0.3,0.6,0.8,differential,514.1424
report_hypothetical,0.6,0.8,0.6,0.6,0.6,equal,469.05600000000004
report_hypothetical,0.6,0.8,0.6,0.6,0.8,differential,282.8928000000001
report_hypothetical,0.6,0.8,1,0.6,0.6,equal,120.00000000000045
report_hypothetical,0.6,0.8,1,0.6,0.8,differential,-25.4399999999996
report_hypothetical,0.6,0.8,0,0.61,0.61,equal,1007.1840000000001
report_hypothetical,0.6,0.8,0,0.61,0.81,differential,757.7544
report_hypothetical,0.6,0.8,0.3,0.61,0.61,equal,741.0288
report_hypothetical,0.6,0.8,0.3,0.61,0.81,differential,522.7960800000001
report_hypothetical,0.6,0.8,0.6,0.61,0.61,equal,474.87359999999944
report_hypothetical,0.6,0.8,0.6,0.61,0.81,differential,287.83775999999943
report_hypothetical,0.6,0.8,1,0.61,0.61,equal,120.00000000000091
report_hypothetical,0.6,0.8,1,0.61,0.81,differential,-25.4399999999996
report_hypothetical,0.6,0.8,0,0.62,0.62,equal,1021.728
report_hypothetical,0.6,0.8,0,0.62,0.8200000000000001,differential,770.1167999999999
report_hypothetical,0.6,0.8,0.3,0.62,0.62,equal,751.2096000000001
report_hypothetical,0.6,0.8,0.3,0.62,0.8200000000000001,differential,531.44976
report_hypothetical,0.6,0.8,0.6,0.62,0.62,equal,480.69119999999975
report_hypothetical,0.6,0.8,0.6,0.62,0.8200000000000001,differential,292.7827199999997
report_hypothetical,0.6,0.8,1,0.62,0.62,equal,120.0
report_hypothetical,0.6,0.8,1,0.62,0.8200000000000001,differential,-25.440000000000055
report_hypothetical,0.6,0.8,0,0.63,0.63,equal,1036.272
report_hypothetical,0.6,0.8,0,0.63,0.8300000000000001,differential,782.4791999999999
report_hypothetical,0.6,0.8,0.3,0.63,0.63,equal,761.3904
report_hypothetical,0.6,0.8,0.3,0.63,0.8300000000000001,differential,540.1034399999999
report_hypothetical,0.6,0.8,0.6,0.63,0.63,equal,486.5087999999996
report_hypothetical,0.6,0.8,0.6,0.63,0.8300000000000001,differential,297.72767999999996
report_hypothetical,0.6,0.8,1,0.63,0.63,equal,120.0
report_hypothetical,0.6,0.8,1,0.63,0.8300000000000001,differential,-25.440000000000055
report_hypothetical,0.6,0.8,0,0.64,0.64,equal,1050.8159999999998
report_hypothetical,0.6,0.8,0,0.64,0.8400000000000001,differential,794.8415999999997
report_hypothetical,0.6,0.8,0.3,0.64,0.64,equal,771.5711999999999
report_hypothetical,0.6,0.8,0.3,0.64,0.8400000000000001,differential,548.7571199999998
report_hypothetical,0.6,0.8,0.6,0.64,0.64,equal,492.32639999999947
report_hypothetical,0.6,0.8,0.6,0.64,0.8400000000000001,differential,302.6726399999993
report_hypothetical,0.6,0.8,1,0.64,0.64,equal,119.99999999999955
report_hypothetical,0.6,0.8,1,0.64,0.8400000000000001,differential,-25.44000000000051
report_hypothetical,0.6,0.8,0,0.65,0.65,equal,1065.3600000000001
report_hypothetical,0.6,0.8,0,0.65,0.8500000000000001,differential,807.2040000000001
report_hypothetical,0.6,0.8,0.3,0.65,0.65,equal,781.752
report_hypothetical,0.6,0.8,0.3,0.65,0.8500000000000001,differential,557.4107999999999
report_hypothetical,0.6,0.8,0.6,0.65,0.65,equal,498.14400000000023
report_hypothetical,0.6,0.8,0.6,0.65,0.8500000000000001,differential,307.61760000000004
report_hypothetical,0.6,0.8,1,0.65,0.65,equal,120.0
report_hypothetical,0.6,0.8,1,0.65,0.8500000000000001,differential,-25.44000000000051
report_hypothetical,0.6,0.8,0,0.66,0.66,equal,1079.9040000000002
report_hypothetical,0.6,0.8,0,0.66,0.8600000000000001,differential,819.5664000000002
report_hypothetical,0.6,0.8,0.3,0.66,0.66,equal,791.9328000000003
report_hypothetical,0.6,0.8,0.3,0.66,0.8600000000000001,differential,566.0644800000002
report_hypothetical,0.6,0.8,0.6,0.66,0.66,equal,503.96159999999963
report_hypothetical,0.6,0.8,0.6,0.66,0.8600000000000001,differential,312.56255999999985
report_hypothetical,0.6,0.8,1,0.66,0.66,equal,120.00000000000045
report_hypothetical,0.6,0.8,1,0.66,0.8600000000000001,differential,-25.4399999999996
report_hypothetical,0.6,0.8,0,0.67,0.67,equal,1094.4480000000003
report_hypothetical,0.6,0.8,0,0.67,0.8700000000000001,differential,831.9288000000001
report_hypothetical,0.6,0.8,0.3,0.67,0.67,equal,802.1136000000001
report_hypothetical,0.6,0.8,0.3,0.67,0.8700000000000001,differential,574.7181600000001
report_hypothetical,0.6,0.8,0.6,0.67,0.67,equal,509.77919999999995
report_hypothetical,0.6,0.8,0.6,0.67,0.8700000000000001,differential,317.5075200000001
report_hypothetical,0.6,0.8,1,0.67,0.67,equal,120.00000000000091
report_hypothetical,0.6,0.8,1,0.67,0.8700000000000001,differential,-25.4399999999996
report_hypothetical,0.6,0.8,0,0.68,0.68,equal,1108.9920000000002
report_hypothetical,0.6,0.8,0,0.68,0.8800000000000001,differential,844.2912000000001
report_hypothetical,0.6,0.8,0.3,0.68,0.68,equal,812.2944000000002
report_hypothetical,0.6,0.8,0.3,0.68,0.8800000000000001,differential,583.3718400000002
report_hypothetical,0.6,0.8,0.6,0.68,0.68,equal,515.5968000000003
report_hypothetical,0.6,0.8,0.6,0.68,0.8800000000000001,differential,322.4524799999999
report_hypothetical,0.6,0.8,1,0.68,0.68,equal,120.0
report_hypothetical,0.6,0.8,1,0.68,0.8800000000000001,differential,-25.4399999999996
report_hypothetical,0.6,0.8,0,0.69,0.69,equal,1123.536
report_hypothetical,0.6,0.8,0,0.69,0.8899999999999999,differential,856.6536000000001
report_hypothetical,0.6,0.8,0.3,0.69,0.69,equal,822.4751999999999
report_hypothetical,0.6,0.8,0.3,0.69,0.8899999999999999,differential,592.0255199999999
report_hypothetical,0.6,0.8,0.6,0.69,0.69,equal,521.4144000000001
report_hypothetical,0.6,0.8,0.6,0.69,0.8899999999999999,differential,327.3974400000002
report_hypothetical,0.6,0.8,1,0.69,0.69,equal,120.0
report_hypothetical,0.6,0.8,1,0.69,0.8899999999999999,differential,-25.4399999999996
report_hypothetical,0.6,0.8,0,0.7,0.7,equal,1138.08
report_hypothetical,0.6,0.8,0,0.7,0.8999999999999999,differential,869.0160000000001
report_hypothetical,0.6,0.8,0.3,0.7,0.7,equal,832.656
report_hypothetical,0.6,0.8,0.3,0.7,0.8999999999999999,differential,600.6792
report_hypothetical,0.6,0.8,0.6,0.7,0.7,equal,527.2319999999995
report_hypothetical,0.6,0.8,0.6,0.7,0.8999999999999999,differential,332.34239999999954
report_hypothetical,0.6,0.8,1,0.7,0.7,equal,120.0
report_hypothetical,0.6,0.8,1,0.7,0.8999999999999999,differential,-25.4399999999996
report_hypothetical,0.6,0.8,0,0.71,0.71,equal,1152.6239999999998
report_hypothetical,0.6,0.8,0,0.71,0.9099999999999999,differential,881.3783999999998
report_hypothetical,0.6,0.8,0.3,0.71,0.71,equal,842.8367999999998
report_hypothetical,0.6,0.8,0.3,0.71,0.9099999999999999,differential,609.3328799999999
report_hypothetical,0.6,0.8,0.6,0.71,0.71,equal,533.0495999999998
report_hypothetical,0.6,0.8,0.6,0.71,0.9099999999999999,differential,337.2873599999998
report_hypothetical,0.6,0.8,1,0.71,0.71,equal,120.0
report_hypothetical,0.6,0.8,1,0.71,0.9099999999999999,differential,-25.4399999999996
report_hypothetical,0.6,0.8,0,0.72,0.72,equal,1167.168
report_hypothetical,0.6,0.8,0,0.72,0.9199999999999999,differential,893.7407999999999
report_hypothetical,0.6,0.8,0.3,0.72,0.72,equal,853.0176000000001
report_hypothetical,0.6,0.8,0.3,0.72,0.9199999999999999,differential,617.98656
report_hypothetical,0.6,0.8,0.6,0.72,0.72,equal,538.8672000000001
report_hypothetical,0.6,0.8,0.6,0.72,0.9199999999999999,differential,342.2323200000001
report_hypothetical,0.6,0.8,1,0.72,0.72,equal,120.0
report_hypothetical,0.6,0.8,1,0.72,0.9199999999999999,differential,-25.4399999999996
report_hypothetical,0.6,0.8,0,0.73,0.73,equal,1181.7120000000002
report_hypothetical,0.6,0.8,0,0.73,0.9299999999999999,differential,906.1032000000002
report_hypothetical,0.6,0.8,0.3,0.73,0.73,equal,863.1983999999998
report_hypothetical,0.6,0.8,0.3,0.73,0.9299999999999999,differential,626.64024
report_hypothetical,0.6,0.8,0.6,0.73,0.73,equal,544.6847999999995
report_hypothetical,0.6,0.8,0.6,0.73,0.9299999999999999,differential,347.1772799999999
report_hypothetical,0.6,0.8,1,0.73,0.73,equal,120.0
report_hypothetical,0.6,0.8,1,0.73,0.9299999999999999,differential,-25.4399999999996
report_hypothetical,0.6,0.8,0,0.74,0.74,equal,1196.256
report_hypothetical,0.6,0.8,0,0.74,0.94,differential,918.4656000000001
report_hypothetical,0.6,0.8,0.3,0.74,0.74,equal,873.3792000000001
report_hypothetical,0.6,0.8,0.3,0.74,0.94,differential,635.2939200000001
report_hypothetical,0.6,0.8,0.6,0.74,0.74,equal,550.5023999999999
report_hypothetical,0.6,0.8,0.6,0.74,0.94,differential,352.12224000000015
report_hypothetical,0.6,0.8,1,0.74,0.74,equal,120.0
report_hypothetical,0.6,0.8,1,0.74,0.94,differential,-25.4399999999996
report_hypothetical,0.6,0.8,0,0.75,0.75,equal,1210.8000000000002
report_hypothetical,0.6,0.8,0,0.75,0.95,differential,930.8280000000001
report_hypothetical,0.6,0.8,0.3,0.75,0.75,equal,883.56
report_hypothetical,0.6,0.8,0.3,0.75,0.95,differential,643.9476
report_hypothetical,0.6,0.8,0.6,0.75,0.75,equal,556.3200000000002
report_hypothetical,0.6,0.8,0.6,0.75,0.95,differential,357.06719999999996
report_hypothetical,0.6,0.8,1,0.75,0.75,equal,120.0
report_hypothetical,0.6,0.8,1,0.75,0.95,differential,-25.4399999999996
report_hypothetical,0.6,0.8,0,0.76,0.76,equal,1225.344
report_hypothetical,0.6,0.8,0,0.76,0.96,differential,943.1904000000002
report_hypothetical,0.6,0.8,0.3,0.76,0.76,equal,893.7407999999998
report_hypothetical,0.6,0.8,0.3,0.76,0.96,differential,652.6012799999999
report_hypothetical,0.6,0.8,0.6,0.76,0.76,equal,562.1376
report_hypothetical,0.6,0.8,0.6,0.76,0.96,differential,362.0121600000002
report_hypothetical,0.6,0.8,1,0.76,0.76,equal,120.0
report_hypothetical,0.6,0.8,1,0.76,0.96,differential,-25.4399999999996
report_hypothetical,0.6,0.8,0,0.77,0.77,equal,1239.888
report_hypothetical,0.6,0.8,0,0.77,0.97,differential,955.5528
report_hypothetical,0.6,0.8,0.3,0.77,0.77,equal,903.9215999999999
report_hypothetical,0.6,0.8,0.3,0.77,0.97,differential,661.2549599999998
report_hypothetical,0.6,0.8,0.6,0.77,0.77,equal,567.9551999999999
report_hypothetical,0.6,0.8,0.6,0.77,0.97,differential,366.95712000000003
report_hypothetical,0.6,0.8,1,0.77,0.77,equal,120.0
report_hypothetical,0.6,0.8,1,0.77,0.97,differential,-25.44000000000051
report_hypothetical,0.6,0.8,0,0.78,0.78,equal,1254.432
report_hypothetical,0.6,0.8,0,0.78,0.98,differential,967.9152000000001
report_hypothetical,0.6,0.8,0.3,0.78,0.78,equal,914.1023999999995
report_hypothetical,0.6,0.8,0.3,0.78,0.98,differential,669.9086399999997
report_hypothetical,0.6,0.8,0.6,0.78,0.78,equal,573.7727999999997
report_hypothetical,0.6,0.8,0.6,0.78,0.98,differential,371.90207999999984
report_hypothetical,0.6,0.8,1,0.78,0.78,equal,120.00000000000091
report_hypothetical,0.6,0.8,1,0.78,0.98,differential,-25.4399999999996
report_hypothetical,0.6,0.8,0,0.79,0.79,equal,1268.976
report_hypothetical,0.6,0.8,0,0.79,0.99,differential,980.2776000000001
report_hypothetical,0.6,0.8,0.3,0.79,0.79,equal,924.2832000000001
report_hypothetical,0.6,0.8,0.3,0.79,0.99,differential,678.56232
report_hypothetical,0.6,0.8,0.6,0.79,0.79,equal,579.5904
report_hypothetical,0.6,0.8,0.6,0.79,0.99,differential,376.8470400000001
report_hypothetical,0.6,0.8,1,0.79,0.79,equal,120.0
report_hypothetical,0.6,0.8,1,0.79,0.99,differential,-25.4399999999996
report_hypothetical,0.6,0.8,0,0.8,0.8,equal,1283.52
report_hypothetical,0.6,0.8,0,0.8,1,differential,992.64
report_hypothetical,0.6,0.8,0.3,0.8,0.8,equal,934.4639999999999
report_hypothetical,0.6,0.8,0.3,0.8,1,differential,687.2160000000001
report_hypothetical,0.6,0.8,0.6,0.8,0.8,equal,585.4079999999999
report_hypothetical,0.6,0.8,0.6,0.8,1,differential,381.7919999999999
report_hypothetical,0.6,0.8,1,0.8,0.8,equal,120.0
report_hypothetical,0.6,0.8,1,0.8,1,differential,-25.4399999999996
report_hypothetical,0.6,0.8,0,0.81,0.81,equal,1298.0640000000003
report_hypothetical,0.6,0.8,0,0.81,1,differential,1010.8200000000003
report_hypothetical,0.6,0.8,0.3,0.81,0.81,equal,944.6447999999998
report_hypothetical,0.6,0.8,0.3,0.81,1,differential,702.1235999999999
report_hypothetical,0.6,0.8,0.6,0.81,0.81,equal,591.2255999999998
report_hypothetical,0.6,0.8,0.6,0.81,1,differential,393.42719999999963
report_hypothetical,0.6,0.8,1,0.81,0.81,equal,120.0
report_hypothetical,0.6,0.8,1,0.81,1,differential,-18.167999999999665
report_hypothetical,0.6,0.8,0,0.82,0.82,equal,1312.6080000000002
report_hypothetical,0.6,0.8,0,0.82,1,differential,1029.0
report_hypothetical,0.6,0.8,0.3,0.82,0.82,equal,954.8256000000001
report_hypothetical,0.6,0.8,0.3,0.82,1,differential,717.0312000000001
report_hypothetical,0.6,0.8,0.6,0.82,0.82,equal,597.0432000000001
report_hypothetical,0.6,0.8,0.6,0.82,1,differential,405.0623999999998
report_hypothetical,0.6,0.8,1,0.82,0.82,equal,120.0
report_hypothetical,0.6,0.8,1,0.82,1,differential,-10.89599999999973
report_hypothetical,0.6,0.8,0,0.83,0.83,equal,1327.152
report_hypothetical,0.6,0.8,0,0.83,1,differential,1047.1800000000003
report_hypothetical,0.6,0.8,0.3,0.83,0.83,equal,965.0064000000002
report_hypothetical,0.6,0.8,0.3,0.83,1,differential,731.9388000000004
report_hypothetical,0.6,0.8,0.6,0.83,0.83,equal,602.8607999999999
report_hypothetical,0.6,0.8,0.6,0.83,1,differential,416.69759999999997
report_hypothetical,0.6,0.8,1,0.83,0.83,equal,120.0
report_hypothetical,0.6,0.8,1,0.83,1,differential,-3.6239999999997963
report_hypothetical,0.6,0.8,0,0.84,0.84,equal,1341.696
report_hypothetical,0.6,0.8,0,0.84,1,differential,1065.3600000000001
report_hypothetical,0.6,0.8,0.3,0.84,0.84,equal,975.1872000000001
report_hypothetical,0.6,0.8,0.3,0.84,1,differential,746.8464000000001
report_hypothetical,0.6,0.8,0.6,0.84,0.84,equal,608.6784000000002
report_hypothetical,0.6,0.8,0.6,0.84,1,differential,428.33280000000013
report_hypothetical,0.6,0.8,1,0.84,0.84,equal,120.0
report_hypothetical,0.6,0.8,1,0.84,1,differential,3.6480000000001382
report_hypothetical,0.6,0.8,0,0.85,0.85,equal,1356.24
report_hypothetical,0.6,0.8,0,0.85,1,differential,1083.54
report_hypothetical,0.6,0.8,0.3,0.85,0.85,equal,985.3680000000004
report_hypothetical,0.6,0.8,0.3,0.85,1,differential,761.7540000000004
report_hypothetical,0.6,0.8,0.6,0.85,0.85,equal,614.4959999999996
report_hypothetical,0.6,0.8,0.6,0.85,1,differential,439.96799999999985
report_hypothetical,0.6,0.8,1,0.85,0.85,equal,120.0
report_hypothetical,0.6,0.8,1,0.85,1,differential,10.920000000000073
report_hypothetical,0.6,0.8,0,0.86,0.86,equal,1370.784
report_hypothetical,0.6,0.8,0,0.86,1,differential,1101.7200000000003
report_hypothetical,0.6,0.8,0.3,0.86,0.86,equal,995.5488
report_hypothetical,0.6,0.8,0.3,0.86,1,differential,776.6616000000001
report_hypothetical,0.6,0.8,0.6,0.86,0.86,equal,620.3136
report_hypothetical,0.6,0.8,0.6,0.86,1,differential,451.6032
report_hypothetical,0.6,0.8,1,0.86,0.86,equal,120.0
report_hypothetical,0.6,0.8,1,0.86,1,differential,18.192000000000007
report_hypothetical,0.6,0.8,0,0.87,0.87,equal,1385.328
report_hypothetical,0.6,0.8,0,0.87,1,differential,1119.9
report_hypothetical,0.6,0.8,0.3,0.87,0.87,equal,1005.7295999999999
report_hypothetical,0.6,0.8,0.3,0.87,1,differential,791.5691999999999
report_hypothetical,0.6,0.8,0.6,0.87,0.87,equal,626.1312000000003
report_hypothetical,0.6,0.8,0.6,0.87,1,differential,463.2384000000002
report_hypothetical,0.6,0.8,1,0.87,0.87,equal,120.0
report_hypothetical,0.6,0.8,1,0.87,1,differential,25.463999999999942
report_hypothetical,0.6,0.8,0,0.88,0.88,equal,1399.872
report_hypothetical,0.6,0.8,0,0.88,1,differential,1138.08
report_hypothetical,0.6,0.8,0.3,0.88,0.88,equal,1015.9104
report_hypothetical,0.6,0.8,0.3,0.88,1,differential,806.4768000000004
report_hypothetical,0.6,0.8,0.6,0.88,0.88,equal,631.9488000000001
report_hypothetical,0.6,0.8,0.6,0.88,1,differential,474.8735999999999
report_hypothetical,0.6,0.8,1,0.88,0.88,equal,120.0
report_hypothetical,0.6,0.8,1,0.88,1,differential,32.735999999999876
report_hypothetical,0.6,0.8,0,0.89,0.89,equal,1414.416
report_hypothetical,0.6,0.8,0,0.89,1,differential,1156.2599999999998
report_hypothetical,0.6,0.8,0.3,0.89,0.89,equal,1026.0911999999996
report_hypothetical,0.6,0.8,0.3,0.89,1,differential,821.3843999999999
report_hypothetical,0.6,0.8,0.6,0.89,0.89,equal,637.7663999999995
report_hypothetical,0.6,0.8,0.6,0.89,1,differential,486.5087999999996
report_hypothetical,0.6,0.8,1,0.89,0.89,equal,120.0
report_hypothetical,0.6,0.8,1,0.89,1,differential,40.00799999999981
report_hypothetical,0.6,0.8,0,0.9,0.9,equal,1428.96
report_hypothetical,0.6,0.8,0,0.9,1,differential,1174.44
report_hypothetical,0.6,0.8,0.3,0.9,0.9,equal,1036.2720000000002
report_hypothetical,0.6,0.8,0.3,0.9,1,differential,836.2920000000004
report_hypothetical,0.6,0.8,0.6,0.9,0.9,equal,643.5840000000003
report_hypothetical,0.6,0.8,0.6,0.9,1,differential,498.14400000000023
report_hypothetical,0.6,0.8,1,0.9,0.9,equal,120.0
report_hypothetical,0.6,0.8,1,0.9,1,differential,47.279999999999745
report_hypothetical,0.6,0.8,0,0.91,0.91,equal,1443.5040000000001
report_hypothetical,0.6,0.8,0,0.91,1,differential,1192.6200000000003
report_hypothetical,0.6,0.8,0.3,0.91,0.91,equal,1046.4527999999998
report_hypothetical,0.6,0.8,0.3,0.91,1,differential,851.1995999999999
report_hypothetical,0.6,0.8,0.6,0.91,0.91,equal,649.4015999999992
report_hypothetical,0.6,0.8,0.6,0.91,1,differential,509.7791999999995
report_hypothetical,0.6,0.8,1,0.91,0.91,equal,120.00000000000091
report_hypothetical,0.6,0.8,1,0.91,1,differential,54.55200000000059
