endpoint,p,r,g,u_A,u_B,scenario,total_expected_cost_ceiling
report_hypothetical,0.6,0.8,0,0.92,0.92,equal,1458.048
report_hypothetical,0.6,0.8,0,0.92,1,differential,1210.8000000000002
report_hypothetical,0.6,0.8,0.3,0.92,0.92,equal,1056.6336
report_hypothetical,0.6,0.8,0.3,0.92,1,differential,866.1071999999999
report_hypothetical,0.6,0.8,0.6,0.92,0.92,equal,655.2191999999991
report_hypothetical,0.6,0.8,0.6,0.92,1,differential,521.4143999999992
report_hypothetical,0.6,0.8,1,0.92,0.92,equal,120.00000000000091
report_hypothetical,0.6,0.8,1,0.92,1,differential,61.824000000000524
report_hypothetical,0.6,0.8,0,0.93,0.93,equal,1472.592
report_hypothetical,0.6,0.8,0,0.93,1,differential,1228.98
report_hypothetical,0.6,0.8,0.3,0.93,0.93,equal,1066.8143999999998
report_hypothetical,0.6,0.8,0.3,0.93,1,differential,881.0147999999999
report_hypothetical,0.6,0.8,0.6,0.93,0.93,equal,661.0367999999999
report_hypothetical,0.6,0.8,0.6,0.93,1,differential,533.0495999999998
report_hypothetical,0.6,0.8,1,0.93,0.93,equal,120.00000000000091
report_hypothetical,0.6,0.8,1,0.93,1,differential,69.09600000000046
report_hypothetical,0.6,0.8,0,0.94,0.94,equal,1487.136
report_hypothetical,0.6,0.8,0,0.94,1,differential,1247.1599999999999
report_hypothetical,0.6,0.8,0.3,0.94,0.94,equal,1076.9951999999998
report_hypothetical,0.6,0.8,0.3,0.94,1,differential,895.9223999999999
report_hypothetical,0.6,0.8,0.6,0.94,0.94,equal,666.8543999999997
report_hypothetical,0.6,0.8,0.6,0.94,1,differential,544.6847999999995
report_hypothetical,0.6,0.8,1,0.94,0.94,equal,120.0
report_hypothetical,0.6,0.8,1,0.94,1,differential,76.3680000000004
report_hypothetical,0.6,0.8,0,0.95,0.95,equal,1501.68
report_hypothetical,0.6,0.8,0,0.95,1,differential,1265.3400000000001
report_hypothetical,0.6,0.8,0.3,0.95,0.95,equal,1087.1759999999997
report_hypothetical,0.6,0.8,0.3,0.95,1,differential,910.8299999999999
report_hypothetical,0.6,0.8,0.6,0.95,0.95,equal,672.6719999999996
report_hypothetical,0.6,0.8,0.6,0.95,1,differential,556.3199999999997
report_hypothetical,0.6,0.8,1,0.95,0.95,equal,120.0
report_hypothetical,0.6,0.8,1,0.95,1,differential,83.64000000000033
report_hypothetical,0.6,0.8,0,0.96,0.96,equal,1516.224
report_hypothetical,0.6,0.8,0,0.96,1,differential,1283.52
report_hypothetical,0.6,0.8,0.3,0.96,0.96,equal,1097.3568
report_hypothetical,0.6,0.8,0.3,0.96,1,differential,925.7375999999999
report_hypothetical,0.6,0.8,0.6,0.96,0.96,equal,678.4895999999999
report_hypothetical,0.6,0.8,0.6,0.96,1,differential,567.9551999999999
report_hypothetical,0.6,0.8,1,0.96,0.96,equal,120.0
report_hypothetical,0.6,0.8,1,0.96,1,differential,90.91200000000026
report_hypothetical,0.6,0.8,0,0.97,0.97,equal,1530.768
report_hypothetical,0.6,0.8,0,0.97,1,differential,1301.6999999999998
report_hypothetical,0.6,0.8,0.3,0.97,0.97,equal,1107.5376
report_hypothetical,0.6,0.8,0.3,0.97,1,differential,940.6452000000004
report_hypothetical,0.6,0.8,0.6,0.97,0.97,equal,684.3072000000002
report_hypothetical,0.6,0.8,0.6,0.97,1,differential,579.5904
report_hypothetical,0.6,0.8,1,0.97,0.97,equal,120.0
report_hypothetical,0.6,0.8,1,0.97,1,differential,98.1840000000002
report_hypothetical,0.6,0.8,0,0.98,0.98,equal,1545.312
report_hypothetical,0.6,0.8,0,0.98,1,differential,1319.88
report_hypothetical,0.6,0.8,0.3,0.98,0.98,equal,1117.7183999999997
report_hypothetical,0.6,0.8,0.3,0.98,1,differential,955.5527999999999
report_hypothetical,0.6,0.8,0.6,0.98,0.98,equal,690.1247999999996
report_hypothetical,0.6,0.8,0.6,0.98,1,differential,591.2255999999998
report_hypothetical,0.6,0.8,1,0.98,0.98,equal,119.99999999999909
report_hypothetical,0.6,0.8,1,0.98,1,differential,105.45599999999922
report_hypothetical,0.6,0.8,0,0.99,0.99,equal,1559.8559999999998
report_hypothetical,0.6,0.8,0,0.99,1,differential,1338.06
report_hypothetical,0.6,0.8,0.3,0.99,0.99,equal,1127.8991999999998
report_hypothetical,0.6,0.8,0.3,0.99,1,differential,970.4603999999999
report_hypothetical,0.6,0.8,0.6,0.99,0.99,equal,695.9423999999995
report_hypothetical,0.6,0.8,0.6,0.99,1,differential,602.8607999999995
report_hypothetical,0.6,0.8,1,0.99,0.99,equal,120.0
report_hypothetical,0.6,0.8,1,0.99,1,differential,112.72800000000007
report_hypothetical,0.6,0.8,0,1.0,1.0,equal,1574.4
report_hypothetical,0.6,0.8,0,1.0,1,differential,1356.2400000000002
report_hypothetical,0.6,0.8,0.3,1.0,1.0,equal,1138.08
report_hypothetical,0.6,0.8,0.3,1.0,1,differential,985.3679999999999
report_hypothetical,0.6,0.8,0.6,1.0,1.0,equal,701.7599999999998
report_hypothetical,0.6,0.8,0.6,1.0,1,differential,614.4959999999996
report_hypothetical,0.6,0.8,1,1.0,1.0,equal,120.0
report_hypothetical,0.6,0.8,1,1.0,1,differential,120.0
suitability_full_bridge,0.21052631578947367,0.875,0,0.0,0.0,equal,46.05263157894736
suitability_full_bridge,0.21052631578947367,0.875,0,0.0,0.2,differential,20.536842105263155
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.0,0.0,equal,46.05263157894737
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.0,0.2,differential,18.623157894736842
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.0,0.0,equal,46.05263157894736
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.0,0.2,differential,16.709473684210522
suitability_full_bridge,0.21052631578947367,0.875,1,0.0,0.0,equal,46.05263157894736
suitability_full_bridge,0.21052631578947367,0.875,1,0.0,0.2,differential,14.157894736842103
suitability_full_bridge,0.21052631578947367,0.875,0,0.01,0.01,equal,51.63421052631578
suitability_full_bridge,0.21052631578947367,0.875,0,0.01,0.21000000000000002,differential,25.639999999999986
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.01,0.01,equal,49.95973684210526
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.01,0.21000000000000002,differential,22.19536842105262
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.01,0.01,equal,48.28526315789475
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.01,0.21000000000000002,differential,18.75073684210527
suitability_full_bridge,0.21052631578947367,0.875,1,0.01,0.01,equal,46.052631578947384
suitability_full_bridge,0.21052631578947367,0.875,1,0.01,0.21000000000000002,differential,14.15789473684211
suitability_full_bridge,0.21052631578947367,0.875,0,0.02,0.02,equal,57.21578947368421
suitability_full_bridge,0.21052631578947367,0.875,0,0.02,0.22,differential,30.74315789473684
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.02,0.02,equal,53.86684210526317
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.02,0.22,differential,25.76757894736842
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.02,0.02,equal,50.51789473684211
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.02,0.22,differential,20.792
suitability_full_bridge,0.21052631578947367,0.875,1,0.02,0.02,equal,46.05263157894737
suitability_full_bridge,0.21052631578947367,0.875,1,0.02,0.22,differential,14.15789473684211
suitability_full_bridge,0.21052631578947367,0.875,0,0.03,0.03,equal,62.797368421052624
suitability_full_bridge,0.21052631578947367,0.875,0,0.03,0.23,differential,35.84631578947367
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.03,0.03,equal,57.77394736842104
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.03,0.23,differential,29.339789473684192
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.03,0.03,equal,52.75052631578947
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.03,0.23,differential,22.83326315789472
suitability_full_bridge,0.21052631578947367,0.875,1,0.03,0.03,equal,46.05263157894734
suitability_full_bridge,0.21052631578947367,0.875,1,0.03,0.23,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.04,0.04,equal,68.37894736842104
suitability_full_bridge,0.21052631578947367,0.875,0,0.04,0.24000000000000002,differential,40.94947368421051
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.04,0.04,equal,61.68105263157895
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.04,0.24000000000000002,differential,32.91199999999999
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.04,0.04,equal,54.98315789473682
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.04,0.24000000000000002,differential,24.87452631578944
suitability_full_bridge,0.21052631578947367,0.875,1,0.04,0.04,equal,46.05263157894737
suitability_full_bridge,0.21052631578947367,0.875,1,0.04,0.24000000000000002,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.05,0.05,equal,73.96052631578948
suitability_full_bridge,0.21052631578947367,0.875,0,0.05,0.25,differential,46.05263157894737
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.05,0.05,equal,65.58815789473685
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.05,0.25,differential,36.48421052631579
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.05,0.05,equal,57.2157894736842
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.05,0.25,differential,26.915789473684185
suitability_full_bridge,0.21052631578947367,0.875,1,0.05,0.05,equal,46.0526315789474
suitability_full_bridge,0.21052631578947367,0.875,1,0.05,0.25,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.06,0.06,equal,79.54210526315788
suitability_full_bridge,0.21052631578947367,0.875,0,0.06,0.26,differential,51.1557894736842
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.06,0.06,equal,69.49526315789473
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.06,0.26,differential,40.05642105263158
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.06,0.06,equal,59.448421052631545
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.06,0.26,differential,28.957052631578904
suitability_full_bridge,0.21052631578947367,0.875,1,0.06,0.06,equal,46.052631578947285
suitability_full_bridge,0.21052631578947367,0.875,1,0.06,0.26,differential,14.157894736842024
suitability_full_bridge,0.21052631578947367,0.875,0,0.07,0.07,equal,85.12368421052632
suitability_full_bridge,0.21052631578947367,0.875,0,0.07,0.27,differential,56.25894736842105
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.07,0.07,equal,73.40236842105261
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.07,0.27,differential,43.62863157894736
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.07,0.07,equal,61.68105263157889
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.07,0.27,differential,30.99831578947368
suitability_full_bridge,0.21052631578947367,0.875,1,0.07,0.07,equal,46.0526315789474
suitability_full_bridge,0.21052631578947367,0.875,1,0.07,0.27,differential,14.157894736842138
suitability_full_bridge,0.21052631578947367,0.875,0,0.08,0.08,equal,90.70526315789472
suitability_full_bridge,0.21052631578947367,0.875,0,0.08,0.28,differential,61.36210526315787
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.08,0.08,equal,77.3094736842105
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.08,0.28,differential,47.20084210526312
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.08,0.08,equal,63.9136842105263
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.08,0.28,differential,33.0395789473684
suitability_full_bridge,0.21052631578947367,0.875,1,0.08,0.08,equal,46.05263157894734
suitability_full_bridge,0.21052631578947367,0.875,1,0.08,0.28,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.09,0.09,equal,96.28684210526316
suitability_full_bridge,0.21052631578947367,0.875,0,0.09,0.29000000000000004,differential,66.46526315789473
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.09,0.09,equal,81.21657894736842
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.09,0.29000000000000004,differential,50.773052631578935
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.09,0.09,equal,66.14631578947365
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.09,0.29000000000000004,differential,35.080842105263116
suitability_full_bridge,0.21052631578947367,0.875,1,0.09,0.09,equal,46.0526315789474
suitability_full_bridge,0.21052631578947367,0.875,1,0.09,0.29000000000000004,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.1,0.1,equal,101.86842105263158
suitability_full_bridge,0.21052631578947367,0.875,0,0.1,0.30000000000000004,differential,71.56842105263158
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.1,0.1,equal,85.1236842105263
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.1,0.30000000000000004,differential,54.34526315789472
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.1,0.1,equal,68.37894736842105
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.1,0.30000000000000004,differential,37.12210526315789
suitability_full_bridge,0.21052631578947367,0.875,1,0.1,0.1,equal,46.0526315789474
suitability_full_bridge,0.21052631578947367,0.875,1,0.1,0.30000000000000004,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.11,0.11,equal,107.44999999999999
suitability_full_bridge,0.21052631578947367,0.875,0,0.11,0.31,differential,76.6715789473684
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.11,0.11,equal,89.03078947368425
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.11,0.31,differential,57.91747368421056
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.11,0.11,equal,70.61157894736846
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.11,0.31,differential,39.16336842105267
suitability_full_bridge,0.21052631578947367,0.875,1,0.11,0.11,equal,46.052631578947285
suitability_full_bridge,0.21052631578947367,0.875,1,0.11,0.31,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.12,0.12,equal,113.0315789473684
suitability_full_bridge,0.21052631578947367,0.875,0,0.12,0.32,differential,81.77473684210524
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.12,0.12,equal,92.93789473684208
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.12,0.32,differential,61.48968421052626
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.12,0.12,equal,72.84421052631569
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.12,0.32,differential,41.20463157894727
suitability_full_bridge,0.21052631578947367,0.875,1,0.12,0.12,equal,46.052631578947285
suitability_full_bridge,0.21052631578947367,0.875,1,0.12,0.32,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.13,0.13,equal,118.61315789473684
suitability_full_bridge,0.21052631578947367,0.875,0,0.13,0.33,differential,86.87789473684211
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.13,0.13,equal,96.845
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.13,0.33,differential,65.06189473684213
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.13,0.13,equal,75.07684210526321
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.13,0.33,differential,43.24589473684216
suitability_full_bridge,0.21052631578947367,0.875,1,0.13,0.13,equal,46.052631578947285
suitability_full_bridge,0.21052631578947367,0.875,1,0.13,0.33,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.14,0.14,equal,124.19473684210527
suitability_full_bridge,0.21052631578947367,0.875,0,0.14,0.34,differential,91.98105263157896
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.14,0.14,equal,100.75210526315789
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.14,0.34,differential,68.63410526315789
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.14,0.14,equal,77.3094736842105
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.14,0.34,differential,45.28715789473688
suitability_full_bridge,0.21052631578947367,0.875,1,0.14,0.14,equal,46.0526315789474
suitability_full_bridge,0.21052631578947367,0.875,1,0.14,0.34,differential,14.157894736842195
suitability_full_bridge,0.21052631578947367,0.875,0,0.15,0.15,equal,129.77631578947367
suitability_full_bridge,0.21052631578947367,0.875,0,0.15,0.35,differential,97.08421052631579
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.15,0.15,equal,104.6592105263158
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.15,0.35,differential,72.2063157894737
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.15,0.15,equal,79.54210526315785
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.15,0.35,differential,47.3284210526316
suitability_full_bridge,0.21052631578947367,0.875,1,0.15,0.15,equal,46.0526315789474
suitability_full_bridge,0.21052631578947367,0.875,1,0.15,0.35,differential,14.157894736842195
suitability_full_bridge,0.21052631578947367,0.875,0,0.16,0.16,equal,135.3578947368421
suitability_full_bridge,0.21052631578947367,0.875,0,0.16,0.36,differential,102.18736842105261
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.16,0.16,equal,108.56631578947366
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.16,0.36,differential,75.77852631578946
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.16,0.16,equal,81.7747368421052
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.16,0.36,differential,49.369684210526316
suitability_full_bridge,0.21052631578947367,0.875,1,0.16,0.16,equal,46.0526315789474
suitability_full_bridge,0.21052631578947367,0.875,1,0.16,0.36,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.17,0.17,equal,140.93947368421053
suitability_full_bridge,0.21052631578947367,0.875,0,0.17,0.37,differential,107.29052631578949
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.17,0.17,equal,112.47342105263158
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.17,0.37,differential,79.35073684210528
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.17,0.17,equal,84.00736842105266
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.17,0.37,differential,51.41094736842115
suitability_full_bridge,0.21052631578947367,0.875,1,0.17,0.17,equal,46.05263157894751
suitability_full_bridge,0.21052631578947367,0.875,1,0.17,0.37,differential,14.157894736842309
suitability_full_bridge,0.21052631578947367,0.875,0,0.18,0.18,equal,146.52105263157893
suitability_full_bridge,0.21052631578947367,0.875,0,0.18,0.38,differential,112.39368421052629
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.18,0.18,equal,116.38052631578944
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.18,0.38,differential,82.92294736842098
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.18,0.18,equal,86.2399999999999
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.18,0.38,differential,53.45221052631564
suitability_full_bridge,0.21052631578947367,0.875,1,0.18,0.18,equal,46.05263157894751
suitability_full_bridge,0.21052631578947367,0.875,1,0.18,0.38,differential,14.157894736842309
suitability_full_bridge,0.21052631578947367,0.875,0,0.19,0.19,equal,152.10263157894738
suitability_full_bridge,0.21052631578947367,0.875,0,0.19,0.39,differential,117.49684210526317
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.19,0.19,equal,120.28763157894741
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.19,0.39,differential,86.49515789473685
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.19,0.19,equal,88.47263157894736
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.19,0.39,differential,55.49347368421047
suitability_full_bridge,0.21052631578947367,0.875,1,0.19,0.19,equal,46.052631578947285
suitability_full_bridge,0.21052631578947367,0.875,1,0.19,0.39,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.2,0.2,equal,157.68421052631578
suitability_full_bridge,0.21052631578947367,0.875,0,0.2,0.4,differential,122.59999999999997
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.2,0.2,equal,124.19473684210527
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.2,0.4,differential,90.0673684210526
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.2,0.2,equal,90.7052631578947
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.2,0.4,differential,57.53473684210519
suitability_full_bridge,0.21052631578947367,0.875,1,0.2,0.2,equal,46.052631578947285
suitability_full_bridge,0.21052631578947367,0.875,1,0.2,0.4,differential,14.157894736841854
suitability_full_bridge,0.21052631578947367,0.875,0,0.21,0.21,equal,163.26578947368418
suitability_full_bridge,0.21052631578947367,0.875,0,0.21,0.41000000000000003,differential,127.70315789473682
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.21,0.21,equal,128.10184210526307
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.21,0.41000000000000003,differential,93.63957894736836
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.21,0.21,equal,92.93789473684217
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.21,0.41000000000000003,differential,59.57600000000002
suitability_full_bridge,0.21052631578947367,0.875,1,0.21,0.21,equal,46.052631578947285
suitability_full_bridge,0.21052631578947367,0.875,1,0.21,0.41000000000000003,differential,14.157894736841854
suitability_full_bridge,0.21052631578947367,0.875,0,0.22,0.22,equal,168.84736842105264
suitability_full_bridge,0.21052631578947367,0.875,0,0.22,0.42000000000000004,differential,132.80631578947367
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.22,0.22,equal,132.0089473684211
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.22,0.42000000000000004,differential,97.21178947368423
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.22,0.22,equal,95.17052631578963
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.22,0.42000000000000004,differential,61.617263157894854
suitability_full_bridge,0.21052631578947367,0.875,1,0.22,0.22,equal,46.05263157894751
suitability_full_bridge,0.21052631578947367,0.875,1,0.22,0.42000000000000004,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.23,0.23,equal,174.42894736842103
suitability_full_bridge,0.21052631578947367,0.875,0,0.23,0.43000000000000005,differential,137.9094736842105
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.23,0.23,equal,135.9160526315789
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.23,0.43000000000000005,differential,100.78399999999993
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.23,0.23,equal,97.40315789473675
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.23,0.43000000000000005,differential,63.658526315789345
suitability_full_bridge,0.21052631578947367,0.875,1,0.23,0.23,equal,46.052631578947285
suitability_full_bridge,0.21052631578947367,0.875,1,0.23,0.43000000000000005,differential,14.157894736841854
suitability_full_bridge,0.21052631578947367,0.875,0,0.24,0.24,equal,180.01052631578946
suitability_full_bridge,0.21052631578947367,0.875,0,0.24,0.44,differential,143.01263157894732
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.24,0.24,equal,139.82315789473677
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.24,0.44,differential,104.35621052631569
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.24,0.24,equal,99.63578947368421
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.24,0.44,differential,65.69978947368418
suitability_full_bridge,0.21052631578947367,0.875,1,0.24,0.24,equal,46.05263157894706
suitability_full_bridge,0.21052631578947367,0.875,1,0.24,0.44,differential,14.157894736841854
suitability_full_bridge,0.21052631578947367,0.875,0,0.25,0.25,equal,185.59210526315786
suitability_full_bridge,0.21052631578947367,0.875,0,0.25,0.45,differential,148.11578947368417
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.25,0.25,equal,143.73026315789474
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.25,0.45,differential,107.92842105263156
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.25,0.25,equal,101.86842105263145
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.25,0.45,differential,67.7410526315789
suitability_full_bridge,0.21052631578947367,0.875,1,0.25,0.25,equal,46.05263157894706
suitability_full_bridge,0.21052631578947367,0.875,1,0.25,0.45,differential,14.157894736841854
suitability_full_bridge,0.21052631578947367,0.875,0,0.26,0.26,equal,191.17368421052635
suitability_full_bridge,0.21052631578947367,0.875,0,0.26,0.46,differential,153.21894736842108
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.26,0.26,equal,147.6373684210526
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.26,0.46,differential,111.50063157894738
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.26,0.26,equal,104.10105263157891
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.26,0.46,differential,69.78231578947373
suitability_full_bridge,0.21052631578947367,0.875,1,0.26,0.26,equal,46.052631578947285
suitability_full_bridge,0.21052631578947367,0.875,1,0.26,0.46,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.27,0.27,equal,196.75526315789472
suitability_full_bridge,0.21052631578947367,0.875,0,0.27,0.47000000000000003,differential,158.32210526315788
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.27,0.27,equal,151.5444736842104
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.27,0.47000000000000003,differential,115.07284210526302
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.27,0.27,equal,106.33368421052614
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.27,0.47000000000000003,differential,71.82357894736833
suitability_full_bridge,0.21052631578947367,0.875,1,0.27,0.27,equal,46.052631578947285
suitability_full_bridge,0.21052631578947367,0.875,1,0.27,0.47000000000000003,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.28,0.28,equal,202.33684210526314
suitability_full_bridge,0.21052631578947367,0.875,0,0.28,0.48000000000000004,differential,163.42526315789473
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.28,0.28,equal,155.4515789473685
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.28,0.48000000000000004,differential,118.645052631579
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.28,0.28,equal,108.56631578947372
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.28,0.48000000000000004,differential,73.86484210526305
suitability_full_bridge,0.21052631578947367,0.875,1,0.28,0.28,equal,46.05263157894751
suitability_full_bridge,0.21052631578947367,0.875,1,0.28,0.48000000000000004,differential,14.157894736842309
suitability_full_bridge,0.21052631578947367,0.875,0,0.29,0.29,equal,207.91842105263152
suitability_full_bridge,0.21052631578947367,0.875,0,0.29,0.49,differential,168.52842105263153
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.29,0.29,equal,159.35868421052623
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.29,0.49,differential,122.21726315789465
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.29,0.29,equal,110.79894736842107
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.29,0.49,differential,75.90610526315777
suitability_full_bridge,0.21052631578947367,0.875,1,0.29,0.29,equal,46.05263157894751
suitability_full_bridge,0.21052631578947367,0.875,1,0.29,0.49,differential,14.157894736842309
suitability_full_bridge,0.21052631578947367,0.875,0,0.3,0.3,equal,213.5
suitability_full_bridge,0.21052631578947367,0.875,0,0.3,0.5,differential,173.63157894736844
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.3,0.3,equal,163.2657894736842
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.3,0.5,differential,125.78947368421052
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.3,0.3,equal,113.03157894736842
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.3,0.5,differential,77.94736842105272
suitability_full_bridge,0.21052631578947367,0.875,1,0.3,0.3,equal,46.052631578947285
suitability_full_bridge,0.21052631578947367,0.875,1,0.3,0.5,differential,14.157894736842081
